,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Mouse position X,Mouse position Y
49121,19046687,435148089322,,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,Eye tracker Calibration end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclassified,17.0,92.0,,,,,,
49122,19046687,435148089322,,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,ImageStimulusStart,babelia 6164137243739591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclassified,17.0,92.0,,,,,,
49123,19052650,435148095285,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610031258.0,,,706.0,1140.0,,,706.0,1140.0,,,,"-0,09786","0,22045","-0,97048",,,Invalid,Valid,,,,"270,7","137,8","766,3",,,"193,5","311,9",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,92.0,,,,,,
49124,19060920,435148103555,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610039527.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,17.0,37.0,,,,,,
49125,19069248,435148111883,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610047855.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,17.0,37.0,,,,,,
49126,19077585,435148120220,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610056192.0,,,601.0,1100.0,,,601.0,1100.0,,,,"-0,13401","0,20654","-0,96922",,,Invalid,Valid,,,,"270,7","137,8","766,3",,,"164,8","301,1",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,33.0,120.0,,,,,,
49127,19085917,435148128552,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610064523.0,,,614.0,1029.0,596.0,963.0,632.0,1095.0,"-0,05187","0,17398","-0,98338","-0,12354","0,20512","-0,97091",,,Valid,Valid,"203,7","128,7","762,3","270,7","137,7","766,4","163,5","263,5","173,2","299,6","0,2919","0,9527","0,2812","0,8916",,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,33.0,120.0,,,,,,
49128,19094306,435148136941,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610072912.0,,,591.0,968.0,591.0,968.0,,,"-0,05377","0,17585","-0,98295",,,,"3,01",,Valid,Invalid,"203,7","128,6","762,5",,,,"162,0","265,0",,,"0,2779","0,8966","0,2779","0,8966",,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,33.0,120.0,,,,,,
49129,19102576,435148145211,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610081182.0,,,459.0,1143.0,346.0,1161.0,573.0,1125.0,"-0,13740","0,23837","-0,96141","-0,14337","0,21437","-0,96617",,,Valid,Valid,"203,7","128,5","762,6","270,7","137,7","766,5","94,7","317,6","157,0","307,7",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,33.0,120.0,,,,,,
49130,19110936,435148153571,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610089542.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,38.0,,,,,,
49131,19119280,435148161915,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610097885.0,,,568.0,1074.0,501.0,1026.0,634.0,1123.0,"-0,08485","0,19513","-0,97710","-0,12244","0,21443","-0,96903","3,18","2,99",Valid,Valid,"203,6","128,4","762,9","270,7","137,6","766,5","137,4","280,8","173,9","307,3","0,2639","0,9948","0,2238","0,9500",,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,42.0,121.0,,,,,,
49132,19127572,435148170207,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610106177.0,,,681.0,1102.0,,,681.0,1102.0,,,,"-0,10675","0,20793","-0,97230",,,Invalid,Valid,,,,"270,7","137,6","766,5",,,"186,5","301,6",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,42.0,121.0,,,,,,
49133,19135905,435148178540,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610114510.0,,,755.0,1118.0,,,755.0,1118.0,,,,"-0,08098","0,21374","-0,97353",,,Invalid,Valid,,,,"270,7","137,6","766,6",,,"206,9","305,9",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,42.0,121.0,,,,,,
49134,19144271,435148186906,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610122875.0,,,509.0,1173.0,324.0,1217.0,694.0,1130.0,"-0,14367","0,25632","-0,95586","-0,10175","0,21724","-0,97080","3,09","3,03",Valid,Valid,"203,5","128,3","763,3","270,7","137,6","766,7","88,8","333,0","190,3","309,2",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,42.0,121.0,,,,,,
49135,19152570,435148195205,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610131174.0,,,686.0,1133.0,,,686.0,1133.0,,,,"-0,10458","0,21823","-0,97028",,,Invalid,Valid,,,,"270,7","137,6","766,7",,,"188,1","310,1",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,42.0,121.0,,,,,,
49136,19160915,435148203550,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610139519.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,39.0,,,,,,
49137,19169260,435148211895,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610147863.0,,,561.0,1139.0,426.0,1155.0,695.0,1123.0,"-0,10953","0,23731","-0,96524","-0,10161","0,21488","-0,97134","2,93","3,06",Valid,Valid,"203,5","128,3","763,4","270,7","137,6","766,7","116,9","316,0","190,5","307,2",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,93.0,,,,,,
49138,19177581,435148220216,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610156184.0,,,695.0,1126.0,,,695.0,1126.0,,,,"-0,10178","0,21580","-0,97112",,,Invalid,Valid,,,,"270,7","137,7","766,6",,,"190,3","308,0",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,93.0,,,,,,
49139,19185908,435148228543,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610164511.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,40.0,,,,,,
49140,19194233,435148236868,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610172836.0,,,512.0,1152.0,397.0,1150.0,627.0,1154.0,"-0,11957","0,23556","-0,96448","-0,12466","0,22468","-0,96643","2,94","3,03",Valid,Valid,"203,4","128,4","763,4","270,7","137,7","766,6","108,8","314,8","171,8","315,9",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,94.0,,,,,,
49141,19202568,435148245203,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610181170.0,,,663.0,1137.0,,,663.0,1137.0,,,,"-0,11233","0,21944","-0,96914",,,Invalid,Valid,,,,"270,7","137,7","766,5",,,"181,8","311,3",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,94.0,,,,,,
49142,19210908,435148253543,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610189510.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,41.0,,,,,,
49143,19219234,435148261869,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610197836.0,,,412.0,1165.0,412.0,1165.0,,,"-0,11406","0,24058","-0,96390",,,,"2,92",,Valid,Invalid,"203,4","128,5","763,2",,,,"113,1","318,9",,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,8.0,95.0,,,,,,
49144,19227564,435148270199,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610206165.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,42.0,,,,,,
49145,19235896,435148278531,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610214497.0,,,657.0,1125.0,,,657.0,1125.0,,,,"-0,11470","0,21517","-0,96982",,,Invalid,Valid,,,,"270,6","137,9","766,3",,,"179,9","307,9",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,17.0,122.0,,,,,,
49146,19244281,435148286916,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610222882.0,,,660.0,1080.0,,,660.0,1080.0,,,,"-0,11403","0,20020","-0,97310",,"2,77",Invalid,Valid,,,,"270,5","137,9","766,2",,,"180,8","295,5","0,3192","0,9999",,,"0,3192","0,9999",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Saccade,17.0,122.0,,,,,,
49147,19252595,435148295230,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610231195.0,,,646.0,1106.0,,,646.0,1106.0,,,,"-0,11845","0,20874","-0,97077",,,Invalid,Valid,,,,"270,6","137,9","766,1",,,"177,1","302,7",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,33.0,96.0,,,,,,
49148,19260953,435148303588,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610239553.0,,,671.0,1097.0,,,671.0,1097.0,,,,"-0,11005","0,20589","-0,97237",,,Invalid,Valid,,,,"270,5","138,0","766,0",,,"183,8","300,2",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,33.0,96.0,,,,,,
49149,19269237,435148311872,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610247837.0,,,683.0,1107.0,,,683.0,1107.0,,,,"-0,10568","0,20937","-0,97211",,"2,89",Invalid,Valid,,,,"270,5","138,1","765,9",,,"187,2","303,0",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,33.0,96.0,,,,,,
49150,19277572,435148320207,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610256171.0,,,683.0,1088.0,,,683.0,1088.0,,,,"-0,10599","0,20302","-0,97342",,,Invalid,Valid,,,,"270,5","138,1","765,7",,,"187,1","297,8",,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,33.0,96.0,,,,,,
49151,19285935,435148328570,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610264534.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,43.0,,,,,,
49152,19294252,435148336887,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610272851.0,,,622.0,1009.0,530.0,964.0,714.0,1054.0,"-0,07517","0,17428","-0,98182","-0,09586","0,19223","-0,97666","2,84","2,94",Valid,Valid,"203,6","128,5","762,1","270,7","137,8","765,5","145,3","263,7","195,6","288,4","0,2965","0,9341","0,2412","0,8923","0,3517","0,9759",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,8.0,97.0,,,,,,
49153,19302567,435148345202,Eye Tracker,Control group experiment,20.10.2020,Participant0004,Recording6,06.10.2020,06.10.2020,16:22:30.483,14:22:30.483,70463,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",2610281166.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,44.0,,,,,,
